0.000000,1.000000
0.050000,1.739135
0.100000,-0.413293
0.150000,3.240209
0.200000,-1.921448
0.250000,4.101281
0.300000,-1.686939
0.350000,3.201017
0.400000,-122.548279
0.450000,88076.398438
0.500000,-53029896.000000
0.550000,26178392064.000000
0.600000,-10367132499968.000000
0.650000,3192881640636416.000000
0.700000,-730329570590326780.000000
0.750000,115439511407085750000.000000
0.800000,-11188146187288634000000.000000
0.850000,549690203196828650000000.000000
0.900000,-16499271726223336000000000.000000
0.950000,341478563127441000000000000.000000
1.000000,-5239876458627881000000000000.000000
1.050000,62427994296335842000000000000.000000
1.100000,-595666727764866680000000000000.000000
1.150000,4651465703632341300000000000000.000000
1.200000,-30188287323282961000000000000000.000000
1.250000,164643278545493410000000000000000.000000
1.300000,-760454186732616250000000000000000.000000
1.350000,2989887947647531700000000000000000.000000
1.400000,-10035844963022296000000000000000000.000000
1.450000,28784495137660912000000000000000000.000000
1.500000,-70469682266958544000000000000000000.000000
1.550000,146797960335676560000000000000000000.000000
1.600000,-258780095006491090000000000000000000.000000
1.650000,382842761634114990000000000000000000.000000
1.700000,-469645096870661740000000000000000000.000000
1.750000,469593558950946210000000000000000000.000000
1.800000,-373297114929908880000000000000000000.000000
1.850000,227197293355267390000000000000000000.000000
1.900000,-99564764181075765000000000000000000.000000
1.950000,28019299640577833000000000000000000.000000
2.000000,-3812586997495456100000000000000000.000000
